FX 71-L-120/30
     1.000000    0.000000
     0.993212    0.000476
     0.980807    0.001348
     0.965749    0.002337
     0.948812    0.003479
     0.930913    0.004785
     0.912504    0.006222
     0.893820    0.007746
     0.875003    0.009326
     0.856178    0.010927
     0.837509    0.012496
     0.819120    0.014128
     0.800992    0.015826
     0.783625    0.017594
     0.766711    0.019735
     0.749257    0.022299
     0.731221    0.024933
     0.712835    0.027591
     0.694255    0.030335
     0.675672    0.033052
     0.657193    0.035681
     0.638771    0.038195
     0.620392    0.040628
     0.602311    0.042909
     0.584260    0.044957
     0.565823    0.046905
     0.547272    0.048861
     0.528965    0.050725
     0.510843    0.052400
     0.492706    0.053913
     0.474615    0.055284
     0.456618    0.056473
     0.438609    0.057476
     0.420554    0.058307
     0.402436    0.058980
     0.384358    0.059512
     0.366410    0.059855
     0.348413    0.059991
     0.330339    0.059971
     0.312327    0.059791
     0.294354    0.059416
     0.276311    0.058860
     0.258325    0.058164
     0.240500    0.057269
     0.222614    0.056161
     0.204830    0.054912
     0.187271    0.053446
     0.169754    0.051745
     0.152439    0.049871
     0.135466    0.047743
     0.118700    0.045376
     0.102621    0.042846
     0.087235    0.040012
     0.072890    0.037108
     0.060163    0.034152
     0.049137    0.031235
     0.039944    0.028518
     0.032385    0.025938
     0.026136    0.023572
     0.020972    0.021409
     0.016688    0.019303
     0.013074    0.017239
     0.009974    0.015271
     0.007314    0.013377
     0.005083    0.011465
     0.003287    0.009468
     0.001918    0.007384
     0.000944    0.005252
     0.000328    0.003119
     0.000035    0.001021
     0.000035   -0.001021
     0.000328   -0.003118
     0.000944   -0.005252
     0.001918   -0.007384
     0.003287   -0.009468
     0.005083   -0.011465
     0.007314   -0.013377
     0.009974   -0.015271
     0.013074   -0.017238
     0.016688   -0.019303
     0.020973   -0.021408
     0.026136   -0.023572
     0.032386   -0.025938
     0.039945   -0.028518
     0.049138   -0.031234
     0.060164   -0.034151
     0.072892   -0.037108
     0.087237   -0.040012
     0.102623   -0.042845
     0.118702   -0.045376
     0.135468   -0.047742
     0.152441   -0.049870
     0.169756   -0.051744
     0.187274   -0.053445
     0.204832   -0.054912
     0.222617   -0.056161
     0.240502   -0.057269
     0.258328   -0.058164
     0.276313   -0.058860
     0.294356   -0.059416
     0.312330   -0.059791
     0.330341   -0.059971
     0.348415   -0.059991
     0.366412   -0.059855
     0.384360   -0.059512
     0.402438   -0.058980
     0.420555   -0.058307
     0.438611   -0.057476
     0.456619   -0.056473
     0.474616   -0.055284
     0.492707   -0.053913
     0.510845   -0.052401
     0.528966   -0.050725
     0.547273   -0.048861
     0.565824   -0.046905
     0.584261   -0.044957
     0.602312   -0.042909
     0.620393   -0.040628
     0.638772   -0.038194
     0.657195   -0.035681
     0.675674   -0.033051
     0.694256   -0.030335
     0.712837   -0.027590
     0.731224   -0.024933
     0.749260   -0.022298
     0.766713   -0.019735
     0.783626   -0.017594
     0.800992   -0.015825
     0.819121   -0.014128
     0.837510   -0.012495
     0.856179   -0.010927
     0.875004   -0.009326
     0.893821   -0.007745
     0.912505   -0.006222
     0.930914   -0.004785
     0.948813   -0.003479
     0.965749   -0.002337
     0.980807   -0.001348
     0.993212   -0.000477
     1.000000    0.000000
