-10.000	-0.340	0.107	-0.037
-9.500	-0.336	0.100	-0.039
-9.000	-0.336	0.094	-0.041
-8.500	-0.345	0.087	-0.042
-8.000	-0.335	0.077	-0.052
-6.500	-0.222	0.019	-0.109
-6.000	-0.165	0.017	-0.110
-5.500	-0.111	0.015	-0.110
-5.000	-0.058	0.013	-0.109
-4.500	-0.005	0.012	-0.109
-4.000	0.050	0.011	-0.108
-3.500	0.105	0.010	-0.108
-3.000	0.161	0.010	-0.108
-2.500	0.217	0.009	-0.108
-2.000	0.271	0.008	-0.109
-1.500	0.326	0.008	-0.108
-1.000	0.381	0.008	-0.108
-0.500	0.434	0.007	-0.107
0.000	0.486	0.007	-0.106
0.500	0.532	0.007	-0.103
1.000	0.597	0.007	-0.105
1.500	0.653	0.007	-0.105
2.000	0.709	0.007	-0.104
2.500	0.763	0.007	-0.104
3.000	0.817	0.008	-0.104
3.500	0.870	0.008	-0.103
4.000	0.922	0.008	-0.102
4.500	0.973	0.009	-0.102
5.000	1.023	0.009	-0.100
5.500	1.072	0.010	-0.099
6.000	1.118	0.011	-0.098
6.500	1.166	0.011	-0.097
7.000	1.212	0.012	-0.095
7.500	1.258	0.013	-0.094
8.000	1.302	0.014	-0.092
8.500	1.343	0.015	-0.090
9.000	1.382	0.016	-0.087
9.500	1.417	0.017	-0.084
10.000	1.444	0.018	-0.080
10.500	1.468	0.020	-0.075
11.000	1.489	0.022	-0.071
11.500	1.509	0.024	-0.067
12.000	1.524	0.027	-0.063
12.500	1.545	0.029	-0.060
13.000	1.549	0.033	-0.056
13.500	1.555	0.037	-0.053
14.000	1.568	0.041	-0.051
14.500	1.572	0.045	-0.050
15.000	1.564	0.051	-0.048
15.500	1.541	0.060	-0.047
16.000	1.544	0.065	-0.047
