-10.000	-0.340	0.112	-0.042
-9.500	-0.348	0.101	-0.044
-9.000	-0.339	0.096	-0.042
-8.500	-0.336	0.091	-0.042
-8.000	-0.351	0.086	-0.039
-7.500	-0.357	0.080	-0.043
-6.500	-0.147	0.021	-0.098
-5.500	-0.131	0.033	-0.109
-5.000	-0.067	0.020	-0.110
-4.500	-0.007	0.016	-0.111
-4.000	0.053	0.015	-0.112
-3.500	0.107	0.014	-0.111
-3.000	0.162	0.013	-0.111
-2.500	0.216	0.011	-0.112
-2.000	0.268	0.010	-0.111
-1.500	0.321	0.010	-0.110
-1.000	0.370	0.010	-0.107
-0.500	0.412	0.010	-0.103
0.000	0.485	0.009	-0.105
0.500	0.540	0.010	-0.105
1.000	0.596	0.010	-0.105
1.500	0.651	0.010	-0.105
2.000	0.705	0.010	-0.105
2.500	0.758	0.010	-0.104
3.000	0.811	0.010	-0.103
3.500	0.864	0.010	-0.102
4.000	0.916	0.011	-0.101
4.500	0.967	0.011	-0.100
5.000	1.016	0.011	-0.099
5.500	1.064	0.012	-0.097
6.000	1.109	0.013	-0.095
6.500	1.153	0.014	-0.093
7.000	1.195	0.015	-0.091
7.500	1.238	0.015	-0.089
8.000	1.278	0.016	-0.087
8.500	1.315	0.018	-0.084
9.000	1.350	0.019	-0.081
9.500	1.377	0.020	-0.077
10.000	1.402	0.022	-0.072
10.500	1.420	0.024	-0.068
11.000	1.434	0.026	-0.063
11.500	1.443	0.030	-0.058
12.000	1.453	0.033	-0.055
12.500	1.458	0.037	-0.051
13.000	1.469	0.041	-0.049
13.500	1.467	0.046	-0.046
14.000	1.467	0.051	-0.043
14.500	1.470	0.056	-0.042
15.000	1.470	0.062	-0.042
15.500	1.463	0.068	-0.041
16.000	1.443	0.077	-0.040
