-10.000	-0.320	0.131	-0.018
-9.500	-0.305	0.124	-0.017
-9.000	-0.292	0.118	-0.016
-8.500	-0.286	0.114	-0.014
-8.000	-0.304	0.113	-0.009
-7.500	-0.250	0.100	-0.010
-7.000	-0.230	0.094	-0.007
-6.500	-0.204	0.087	-0.004
-4.500	-0.404	0.069	-0.026
-4.000	-0.360	0.058	-0.039
-3.500	-0.300	0.049	-0.049
-3.000	-0.235	0.042	-0.054
-2.500	-0.176	0.038	-0.057
-2.000	-0.117	0.035	-0.058
-1.500	-0.065	0.032	-0.054
-1.000	-0.046	0.030	-0.046
-0.500	0.002	0.031	-0.048
0.000	0.047	0.033	-0.050
0.500	0.088	0.034	-0.051
1.000	0.128	0.036	-0.052
1.500	0.166	0.039	-0.053
2.000	0.202	0.041	-0.054
2.500	0.235	0.044	-0.055
3.000	0.267	0.047	-0.056
3.500	0.335	0.052	-0.064
4.000	0.417	0.057	-0.074
4.500	0.485	0.061	-0.081
5.000	0.543	0.066	-0.086
5.500	0.593	0.071	-0.089
6.000	0.634	0.075	-0.090
6.500	0.670	0.080	-0.091
7.000	0.698	0.085	-0.091
8.000	0.683	0.101	-0.094
8.500	0.652	0.108	-0.094
9.000	0.782	0.112	-0.094
9.500	0.704	0.122	-0.097
10.500	0.744	0.136	-0.099
11.500	0.798	0.154	-0.103
12.000	0.826	0.164	-0.105
12.500	0.835	0.171	-0.105
13.000	0.847	0.177	-0.105
13.500	0.862	0.184	-0.106
14.000	0.889	0.195	-0.108
14.500	0.878	0.195	-0.108
15.000	0.885	0.201	-0.110
15.500	0.908	0.211	-0.112
16.000	0.945	0.227	-0.114
